pair_a,pair_b,coint_pvalue,coint_score,hedge_ratio,half_life,spread_std,adf_pvalue,adf_stat
AUDUSD,NZDUSD,0.3010921194525113,-2.451008766292601,1.2954705663152348,243.02564418380447,0.06577850145315375,0.1278180919147,-2.451145083659703
EURJPY,GBPCHF,0.3016939690486779,-2.4496947141652794,-0.6813606000436392,236.21165312099964,0.10677252445971652,0.12815955059267486,-2.4498435457825187
USDJPY,EURCAD,0.3057514050726846,-2.4408676358063053,1.7179662540039702,257.008296407134,0.16459537125779644,0.1305053667902888,-2.4409691582649145
EURJPY,NZDJPY,0.30617608222283366,-2.439946886172573,0.9519725204110828,218.6792077764444,0.0667763878281151,0.1900389245799799,-2.245815841476133
EURNZD,NZDJPY,0.30846977511901874,-2.434983999708568,-0.04695516410606608,218.24458485581712,0.0668091780668325,0.13221515774390868,-2.434573174560078
NZDUSD,EURNZD,0.3086887530662008,-2.4345110790580775,-0.9760907650640673,319.61042767936686,0.09233426097700043,0.14429033236591227,-2.391008358433503
USDJPY,AUDUSD,0.31561212429575336,-2.4196361184095085,-1.0439660620853735,215.53519458141093,0.09476100804336132,0.13628211567149734,-2.4195948230279196
EURUSD,USDCHF,0.3167587661111011,-2.417186643917863,-0.17775591305847116,349.76647662973767,0.0917233372602688,0.1366935149865104,-2.4180975738334123
GBPUSD,EURGBP,0.3216010366309966,-2.4068850146028287,-0.9145165460275554,291.49029667164297,0.09223149039591613,0.139758343237329,-2.407043322654504
NZDUSD,NZDJPY,0.3217683897391892,-2.406530187430747,-0.3153910227728588,218.48367434905887,0.1064107475515373,0.13996207040042657,-2.406314654683748
GBPNZD,NZDCAD,0.32203664539174326,-2.4059615890419,-0.5170362472203323,205.40922514724136,0.05768538197130789,0.14033067765999285,-2.404998173981252
USDJPY,NZDJPY,0.32282943544827536,-2.4042823667817106,1.3146170082385338,218.79861203386963,0.10634406575727626,0.14043746117618444,-2.4046172551987506
EURJPY,EURAUD,0.3232864421133793,-2.403315175027641,1.0480618399250947,217.4893105436396,0.09489915585489357,0.14083572189629456,-2.403198386628706
USDCAD,NZDJPY,0.32336328571446527,-2.4031526034793727,0.5384903332883678,246.93221558630566,0.10292478980164652,0.14086091641040188,-2.403108722814034
EURUSD,EURNZD,0.3288426606064152,-2.3916021527224616,0.024056171372811554,316.4984048231024,0.092395411384891,0.1439986586441212,-2.3920295476983857
EURJPY,GBPAUD,0.33460619064705965,-2.379538658382059,1.0320862772577744,182.64484812126713,0.09635384808105006,0.14760763014324968,-2.379494968003949
GBPJPY,AUDJPY,0.3347297000087706,-2.3792810752887625,1.1913072461597387,245.06660282444705,0.08847808381230586,0.14755983665654893,-2.3796595491012593
USDCAD,EURJPY,0.33711435508747123,-2.3743152584657135,0.5348425262847821,273.6240347789081,0.09888883891591893,0.14913339305186651,-2.374260363196053
GBPAUD,AUDJPY,0.33958807685468045,-2.369178737044544,0.19127036859501464,247.18593683044037,0.08853599508851709,0.15068508819271648,-2.368975036700324
GBPUSD,EURJPY,0.3424218066007527,-2.363312723249657,-0.30182223852571977,285.3937776095466,0.09654814897741501,0.15241803323979308,-2.3631169880200082
